Id,Sales
136,7366.543
137,7422.387
138,7167.228
139,5776.6523
140,4621.8667
141,6255.283
142,4252.427
143,6386.5737
144,5375.6504
145,8790.68
146,7217.664
147,6333.125
148,11129.76
149,5093.8667
150,5517.866
151,10800.099
152,6939.546
153,8186.443
154,7505.0366
155,5579.769
156,6468.534
157,5822.2
158,8364.774
159,12116.682
160,6104.4907
161,3279.599
162,4784.9473
163,8110.287
164,8953.954
165,6031.5586
166,6621.153
167,4953.0435
168,5287.7314
169,3265.5754
170,5009.877
171,6088.296
172,8018.556
173,6969.475
174,6795.619
175,8297.226
176,8261.146
177,7474.212
178,5691.778
179,9726.355
180,9923.111
181,5625.208
182,7099.2725
183,5120.944
184,6454.963
185,4673.8086
186,7272.2964
187,5159.172
188,9376.841
189,7034.799
190,7962.395
191,8170.7793
192,5572.4824
193,8634.129
194,18341.998
195,9744.006
196,5879.677
197,3104.3037
198,6259.8135
199,8607.595
200,5354.444
201,12243.443
202,18492.566
203,4628.97
204,5566.4844
205,9522.667
206,5275.0723
207,8458.529
208,7270.882
209,7757.3936
210,5445.8916
211,6492.8643
212,5510.529
213,7167.4263
214,9896.09
215,6345.5444
216,6203.7793
217,7438.759
218,5256.924
219,5085.2207
220,8018.9
221,5405.339
222,5839.285
223,7302.7764
224,6087.669
225,7353.8013
226,7383.256
227,7284.355
228,8537.165
229,7296.127
230,7665.587
231,5847.579
232,3735.6848
233,6211.2275
234,6347.657
235,5878.718
236,5020.272
237,8357.334
238,6917.889
239,9050.858
240,7063.3066
241,5876.9297
242,5249.0225
243,4568.209
244,9918.39
245,5229.3477
246,7995.6523
247,14668.348
248,7611.0557
249,7411.316
250,5386.378
251,4459.436
252,7187.149
253,4288.625
254,5620.081
255,10466.506
256,5362.729
257,15332.006
258,12019.504
259,5203.335
260,6882.1523
261,5426.721
262,6990.2397
263,6106.354
264,10445.663
265,6571.5615
266,10414.069
267,4516.8413
268,7401.751
269,5354.4946
270,8543.991
271,7052.912
272,6039.935
273,6820.132
274,6406.94
275,8254.499
276,7758.607
277,6073.8823
278,10201.02
279,6330.9565
280,10193.404
281,5019.3193
282,5188.0405
283,5753.057
284,9976.377
285,6433.8423
286,7759.5693
287,6793.779
288,8203.905
289,4757.3633
290,8766.992
291,6731.636
292,3912.8315
293,13447.416
294,18068.867
295,7307.124
296,7214.959
297,9654.845
298,10452.818
299,12080.922
300,5964.798
301,7493.635
302,5718.584
303,8509.785
304,3946.4521
305,6157.126
306,5838.7676
307,5775.5615
308,6994.922
309,5450.6465
310,4704.34
311,6828.242
312,4511.214
313,4725.4556
314,6513.9487
315,5896.7393
316,9458.183
317,8374.194
318,7448.9897
319,6590.814
320,6185.4453
321,10428.183
322,7319.868
323,5663.287
324,4988.395
325,8495.868
326,4669.8604
327,6486.879
328,3392.9421
329,5016.8687
330,8259.705
331,6649.481
332,5634.004
333,8699.572
334,9517.201
335,12297.065
336,6690.1963
337,9226.486
338,3047.7405
339,5468.7593
340,6385.9766
341,4315.603
342,8180.7993
343,5766.3525
344,5086.5063
345,8812.557
346,10268.354
347,8753.523
348,5552.3047
349,5143.9927
350,8428.21
351,7522.71
352,6066.7314
353,5851.2446
354,7148.7056
355,9156.083
356,5167.643
357,6250.9414
358,7724.7734
359,8170.935
360,12746.7705
361,5432.765
362,13059.483
363,6706.309
364,5314.927
365,3576.7773
366,6229.163
367,6432.2285
368,5961.1006
369,7382.228
370,5187.5312
371,4674.2188
372,6991.1333
373,4037.147
374,7242.248
375,7054.3926
376,7548.4336
377,8834.758
378,5601.1787
379,8803.929
380,6192.712
381,5773.876
382,5830.9424
383,5283.26
384,10110.975
385,6437.421
386,4719.757
387,7415.4243
388,8369.156
389,7253.3086
390,6090.91
391,8136.0254
392,5481.643
393,5941.7715
394,6611.4473
395,8664.189
396,6220.9814
397,6596.248
398,5769.769
399,5292.3286
400,3949.303
401,5526.7256
402,8853.484
403,8312.799
404,10125.296
405,10467.684
406,7952.6875
407,6586.685
408,5225.917
409,10349.361
410,11002.422
411,8015.7573
412,8047.6943
413,8352.951
414,5688.6787
415,4191.83
416,8024.539
417,6963.415
418,6490.6665
419,6368.0454
420,3241.9604
421,10524.836
422,5681.2876
423,4889.792
424,4969.602
425,5496.958
426,6624.874
427,8216.99
428,6693.439
429,5257.135
430,5031.5283
431,4012.0623
432,3552.654
433,7090.7256
434,17779.865
435,4667.625
436,6003.182
437,6622.151
438,5240.7227
439,5237.2646
440,5456.551
441,3834.3503
442,6848.4946
443,6580.067
444,4128.3774
445,8681.76
446,5874.004
447,4773.6865
448,8641.56
449,7918.2646
450,9198.755
451,5464.4365
452,6459.434
453,4841.21
454,5212.381
455,11118.375
456,9658.99
457,6677.688
458,5790.4053
459,5090.962
460,6182.213
461,5150.5864
462,10939.4
463,5129.2007
464,5302.0703
465,7986.719
466,5077.291
467,6517.9697
468,7499.684
469,7204.005
470,7149.0464
471,3958.6494
472,5535.542
473,7052.542
474,8871.811
475,8079.8896
476,7154.8584
477,4554.547
478,7235.6475
479,5982.1133
480,4509.252
481,7204.2866
482,7279.875
483,6177.2676
484,6469.867
485,6014.238
486,6376.4634
487,5698.579
488,6930.4307
489,6248.5566
490,6963.5415
491,9320.159
492,6156.028
493,4695.6963
494,11667.686
495,6166.8296
496,3472.5723
497,8101.4736
498,8728.1875
499,10687.312
500,5144.508
501,5861.9365
502,5801.235
503,7273.115
504,6163.1953
505,8578.336
506,3415.8704
507,5747.66
508,6158.706
509,5768.839
510,5586.1807
511,7202.1704
512,7988.921
513,5615.6064
514,8377.294
515,7498.282
516,8619.17
517,5692.9834
518,6303.9253
519,6702.0635
520,8312.537
521,8436.606
522,5133.787
523,8909.792
524,5994.1934
525,7659.3457
526,4463.2617
527,3898.9043
528,8803.996
529,6159.587
530,9041.644
531,7002.4585
532,5543.256
533,8758.56
534,6757.123
535,7311.1953
536,8213.888
537,5948.066
538,9660.132
539,11216.16
540,7453.474
541,5015.6675
542,5825.5557
543,4642.9087
544,3359.889
545,7935.7983
546,5314.166
547,8648.379
548,4849.2793
549,5982.005
550,6310.212
551,9538.793
552,5224.6904
553,5232.1216
554,5430.0503
555,6729.158
556,5011.741
557,7746.473
558,8005.3813
559,7362.3564
560,7953.029
561,6753.9595
562,6017.124
563,4471.4136
564,5257.3203
565,10298.003
566,9132.796
567,6713.49
568,14355.903
569,6442.9556
570,5263.1055
571,6261.7783
572,8771.567
573,10284.742
574,7485.9053
575,8020.1772
576,7827.6895
577,7239.582
578,6622.7065
579,5860.0527
580,5230.4346
581,4662.912
582,4141.1963
583,5360.75
584,8291.063
585,17090.36
586,6708.8555
587,5177.244
588,7843.182
589,4520.0522
590,6102.8604
591,4635.3506
592,8278.507
593,6513.2964
594,6135.247
595,11648.517
596,11364.523
597,5476.9863
598,6606.3223
599,3996.5083
600,5347.885
601,5342.195
602,7832.38
603,4739.653
604,4218.5415
605,5943.3306
606,5312.823
607,6209.6465
608,6946.9033
609,3434.1147
610,6799.1724
611,7882.7354
612,7445.4736
613,5023.6685
614,4379.684
615,8129.765
616,4586.1274
617,9646.589
618,4807.6484
619,5300.078
620,6931.8057
621,5742.52
622,4948.2363
623,6466.542
624,6670.3994
625,9176.068
626,9644.868
627,5798.994
628,3761.8254
629,5861.5283
630,5704.175
631,4755.739
632,6433.6274
633,6145.0044
634,10978.805
635,7235.6333
636,6548.6357
637,7522.38
638,4928.0522
639,8620.058
640,5946.625
641,12337.395
642,6102.22
643,5461.4404
644,5465.6875
645,4369.2104
646,6916.675
647,17568.121
648,4377.4243
649,4697.3184
650,8782.719
651,6434.7017
652,7228.5215
653,7916.211
654,5914.7764
655,5372.5337
656,4773.1357
657,9383.39
658,6094.344
659,7328.398
660,7064.29
661,4844.0645
662,6580.883
663,6135.4053
664,4092.3018
665,9454.332
666,8573.518
667,4346.1904
668,7804.661
669,7180.6665
670,4899.214
671,9110.741
672,6503.1963
673,7995.988
674,4836.6587
675,5081.6133
676,6173.8213
677,4170.289
678,7657.695
679,4489.976
680,5776.878
681,4482.885
682,6073.755
683,5877.0024
684,6706.143
685,6439.4355
686,7933.346
687,6093.7686
688,6946.8174
689,5899.6367
690,8829.273
691,9311.168
692,7119.711
693,3320.917
694,5626.947
695,6962.399
696,4209.597
697,9607.281
698,5960.902
699,6654.963
700,10623.834
701,6939.341
702,4738.0664
703,12561.109
704,9735.116
705,5492.608
706,9133.633
707,10400.113
708,6115.214
709,6375.101
710,6901.92
711,5574.912
712,5715.683
713,6904.224
714,4884.869
715,6184.6074
716,7035.947
717,6540.259
718,8106.4126
719,5830.3696
720,6345.0
721,4680.1885
722,7597.304
723,6867.281
724,6657.6357
725,6277.548
726,7041.633
727,8505.816
728,5692.4565
729,5438.3906
730,6260.757
731,7197.8438
732,5738.063
733,4919.8706
734,4659.573
735,7582.927
736,7623.2905
737,5891.6904
738,7783.608
739,5725.2153
740,6376.062
741,5456.1655
742,3349.7056
743,7016.9
744,6445.8076
745,6736.7427
746,9008.461
747,8249.808
748,4807.6714
749,7988.129
750,4314.7056
751,2931.025
752,7186.8813
753,9799.89
754,8650.978
755,7002.1846
756,4591.7217
757,6328.7227
758,8485.041
759,6366.3267
760,8366.387
761,4945.174
762,4640.332
763,5318.837
764,5442.381
765,5396.076
766,5364.295
767,5140.5493
768,4255.113
769,7056.8755
770,7316.6016
771,5729.586
772,6138.9995
773,6924.788
774,5850.7646
775,4805.26
776,9105.98
777,8182.5317
778,5626.909
779,4065.8503
780,11943.295
781,6756.2534
782,5573.6787
783,9227.586
784,6446.5576
785,7695.1455
786,6001.425
787,7119.31
788,8738.684
789,14030.056
790,5290.86
791,5168.4463
792,5849.8945
793,6803.2524
794,5848.533
795,8165.544
796,8691.66
797,6071.131
798,4019.7812
799,6141.764
800,8900.755
801,4868.9688
802,7552.467
803,3951.5188
804,7325.365
805,8027.999
806,7308.818
807,7162.547
808,6345.5264
809,4564.3413
810,6340.68
811,7041.0625
812,8034.1807
813,7321.9844
814,7795.28
815,6172.379
816,4384.876
817,9910.21
818,4419.84
819,9891.616
820,6144.5356
821,4508.2715
822,7352.784
823,5919.4556
824,7024.078
825,7796.8413
826,3724.3342
827,4541.116
828,7791.9272
829,8506.474
830,9501.655
831,5530.2324
832,5859.3594
833,6730.5835
834,6444.117
835,5394.7847
836,9591.433
837,9033.86
838,10622.466
839,4936.657
840,5533.821
841,10088.943
842,8417.003
843,5394.244
844,10665.652
845,6381.3613
846,5633.1226
847,5115.159
848,5142.2656
849,5172.047
850,5998.7803
851,4679.7954
852,5256.3525
853,8917.409
854,7449.615
855,22863.748
856,7363.2554
857,4463.2065
858,8056.6646
859,9567.212
860,6710.4043
861,7698.104
862,5979.369
863,7719.7134
864,8516.28
865,6591.455
866,6127.919
867,6963.7407
868,8743.502
869,7178.4067
870,8220.307
871,5730.3564
872,4738.491
873,5749.2007
874,10306.335
875,11074.106
876,10790.492
877,7799.6753
878,4772.1616
879,5910.7837
880,4863.529
881,8029.73
882,9700.609
883,9691.694
884,5735.595
885,5751.7183
886,4554.3994
887,5893.2026
888,10742.107
889,6680.198
890,5284.2275
891,5489.9785
892,8496.711
893,3803.2117
894,7709.111
895,4886.799
896,7080.169
897,7050.6855
898,5844.9136
899,7381.3477
900,7283.7437
901,5866.887
902,7146.19
903,7343.3857
904,10597.147
905,5758.152
906,8957.747
907,8090.3696
908,9373.371
909,6879.35
910,8800.243
911,5224.676
912,5287.7266
913,6444.664
914,6249.4746
915,9234.41
916,7575.2134
917,6136.6753
918,7541.108
919,6826.1714
920,9372.379
921,4077.5142
922,12703.686
923,4995.137
924,6196.9844
925,8661.835
926,5072.9297
927,6491.7437
928,6729.691
929,7712.1997
930,5414.338
931,5678.4106
932,7517.467
933,7864.509
934,7428.0317
935,5142.8887
936,7222.264
937,11818.503
938,6778.652
939,4683.5244
940,6420.4473
941,6069.6836
942,5950.869
943,7371.301
944,4041.2466
945,8467.837
946,6505.6035
947,7260.2856
948,7996.171
949,4426.861
950,5935.2295
951,5625.5195
952,8968.348
953,7956.967
954,5159.152
955,4628.5376
956,7460.3877
957,6192.901
958,6281.4233
959,6713.6245
960,6947.599
961,7782.806
962,5725.1006
963,4719.3965
964,6832.0923
965,7918.476
966,8174.3335
967,8807.271
968,8219.091
969,5803.8477
970,9416.903
971,6431.2163
972,7566.029
973,9129.156
974,6228.0225
975,10855.4
976,7766.492
977,7891.4917
978,5826.917
979,7430.129
980,7914.233
981,6974.842
982,4187.6694
983,5693.9497
984,8487.404
985,5882.998
986,5184.108
987,8731.276
988,7233.846
989,5944.1694
990,6614.298
991,5547.186
992,7739.9736
993,7692.144
994,7514.85
995,5688.7437
996,4756.873
997,6465.074
998,4371.282
999,6512.2095
1000,5462.873
1001,9585.698
1002,7833.299
1003,6672.0347
1004,11440.051
1005,6165.0356
1006,5410.1357
1007,11641.785
1008,7505.316
1009,8548.393
1010,8105.3535
1011,5420.4307
1012,6626.176
1013,6203.785
1014,8294.116
1015,14424.196
1016,6100.9395
1017,3392.6055
1018,5605.62
1019,8629.781
1020,9394.924
1021,6372.0557
1022,6868.4927
1023,5117.853
1024,5475.325
1025,3529.8381
1026,5381.3604
1027,5984.493
1028,7984.998
1029,7426.2534
1030,7221.534
1031,7841.402
1032,8198.859
1033,7581.112
1034,5471.749
1035,10355.128
1036,11048.111
1037,5915.42
1038,7490.941
1039,5258.8247
1040,6809.498
1041,4510.624
1042,7864.576
1043,5490.345
1044,9985.573
1045,7323.6953
1046,8361.496
1047,8393.906
1048,5568.338
1049,9235.405
1050,19154.33
1051,10090.388
1052,6288.473
1053,3350.0793
1054,6589.161
1055,8975.544
1056,5338.9346
1057,12686.383
1058,18156.24
1059,4781.6484
1060,6096.8213
1061,8519.051
1062,5923.545
1063,9123.654
1064,7515.201
1065,8451.248
1066,5277.05
1067,7075.9365
1068,5607.027
1069,7492.842
1070,10259.72
1071,6327.3345
1072,6242.963
1073,7718.2114
1074,5694.781
1075,5314.5566
1076,8427.116
1077,5255.7104
1078,6237.832
1079,7804.4897
1080,6391.4365
1081,7660.5728
1082,7630.099
1083,7526.097
1084,8735.608
1085,7541.029
1086,7916.1353
1087,6128.3164
1088,3929.128
1089,6606.6055
1090,6666.545
1091,5845.1475
1092,5254.377
1093,8937.513
1094,7155.9297
1095,9242.084
1096,7308.114
1097,5977.373
1098,5279.5117
1099,4578.19
1100,10366.541
1101,5394.7075
1102,8002.6714
1103,14946.494
1104,7818.847
1105,6686.662
1106,5260.5957
1107,4795.804
1108,7001.59
1109,4288.2812
1110,5851.3843
1111,10977.015
1112,5222.7075
1113,16373.098
1114,12866.678
1115,5232.486
1116,7149.6807
1117,5627.108
1118,7370.127
1119,6461.437
1120,10420.04
1121,6788.092
1122,10713.019
1123,4567.1636
1124,7736.7114
1125,5294.1006
1126,8628.136
1127,7206.623
1128,6410.1797
1129,6877.7886
1130,6461.924
1131,8590.519
1132,7829.9595
1133,6203.744
1134,10654.55
1135,6417.539
1136,10755.567
1137,5131.809
1138,5735.9453
1139,6006.7905
1140,11018.469
1141,6623.8125
1142,7981.868
1143,7139.7856
1144,8906.444
1145,4491.1113
1146,8252.641
1147,7000.8955
1148,3936.725
1149,15059.046
1150,18454.07
1151,7764.6406
1152,7543.079
1153,10556.453
1154,10801.644
1155,12857.441
1156,6313.553
1157,7862.8135
1158,6033.912
1159,8767.235
1160,3983.058
1161,6502.0737
1162,6078.0146
1163,6005.582
1164,7401.4824
1165,5775.925
1166,5038.4204
1167,7037.242
1168,4283.731
1169,4879.49
1170,6653.3447
1171,6667.931
1172,9856.16
1173,8389.16
1174,7608.022
1175,6575.029
1176,6101.673
1177,10700.387
1178,7649.2485
1179,5800.5435
1180,5292.2227
1181,8776.455
1182,4668.649
1183,7025.867
1184,3423.269
1185,5885.574
1186,7880.059
1187,6450.808
1188,5674.036
1189,9000.225
1190,9717.898
1191,12845.76
1192,7133.7954
1193,9370.448
1194,3306.6
1195,5886.1914
1196,6410.296
1197,4380.0015
1198,8758.827
1199,6077.3013
1200,5367.8877
1201,9118.252
1202,11000.9
1203,8323.867
1204,5671.006
1205,5332.2676
1206,10015.007
1207,8096.352
1208,6434.37
1209,5693.195
1210,7338.33
1211,9347.044
1212,5349.1704
1213,6768.134
1214,8372.4375
1215,8730.303
1216,13279.182
1217,5622.5957
1218,13865.703
1219,6828.3467
1220,5598.449
1221,3659.5615
1222,6694.0967
1223,6261.0854
1224,5889.286
1225,7267.02
1226,5295.368
1227,4966.8154
1228,7069.885
1229,4347.824
1230,7475.5166
1231,7247.3477
1232,7955.7983
1233,9185.087
1234,5625.632
1235,9354.25
1236,6649.589
1237,5952.3623
1238,6160.098
1239,6014.7656
1240,10468.242
1241,6750.5654
1242,5006.6523
1243,8143.9214
1244,8270.441
1245,7576.601
1246,6451.5527
1247,8791.058
1248,5726.253
1249,5913.107
1250,7058.0537
1251,8783.983
1252,6624.6714
1253,6878.0645
1254,6019.0986
1255,5394.764
1256,3947.8113
1257,5282.1914
1258,8856.98
1259,8771.567
1260,10765.348
1261,10609.719
1262,8065.9683
1263,6681.205
1264,5449.16
1265,10871.698
1266,11268.4
1267,8487.534
1268,8414.258
1269,8373.212
1270,5799.3096
1271,4497.216
1272,8347.281
1273,7142.1284
1274,6822.8584
1275,6590.28
1276,3426.1963
1277,11373.925
1278,5890.7354
1279,5204.3477
1280,4961.924
1281,5714.898
1282,6906.582
1283,8983.424
1284,6195.1934
1285,5660.079
1286,5153.904
1287,4722.8687
1288,3637.0583
1289,7252.7275
1290,17521.502
1291,4845.488
1292,6185.882
1293,7489.519
1294,5356.8857
1295,5397.59
1296,5601.8145
1297,4250.918
1298,7046.5107
1299,6463.0825
1300,4417.5723
1301,9104.765
1302,6104.5547
1303,4971.0483
1304,8969.913
1305,8690.284
1306,9763.7
1307,5990.0664
1308,7004.3623
1309,4853.111
1310,5411.0957
1311,12585.848
1312,10327.019
1313,6676.841
1314,6045.0415
1315,4867.4644
1316,6165.9766
1317,4487.8906
1318,9851.949
1319,5322.613
1320,5372.6416
1321,7818.8623
1322,5011.9517
1323,6594.7314
1324,7652.9414
1325,7440.4404
1326,7229.487
1327,4143.069
1328,5940.0205
1329,6503.8726
1330,9720.994
1331,8160.3115
1332,7372.3486
1333,4878.9087
1334,7352.658
1335,6394.705
1336,4744.891
1337,7271.166
1338,7660.237
1339,6382.329
1340,6761.2236
1341,6620.5405
1342,6195.5537
1343,5713.3774
1344,7267.387
1345,6414.785
1346,7186.408
1347,8799.883
1348,6228.48
1349,4737.777
1350,12844.474
1351,6013.664
1352,3950.8025
1353,8272.911
1354,8860.353
1355,11433.037
1356,5420.5337
1357,6072.33
1358,6192.9775
1359,7963.8535
1360,6079.0293
1361,8851.762
1362,3646.734
1363,6179.171
1364,6336.8047
1365,6154.1313
1366,5843.3584
1367,7423.0244
1368,8401.379
1369,5456.275
1370,8585.342
1371,7524.4536
1372,8865.019
1373,5627.419
1374,6575.029
1375,7228.618
1376,8284.581
1377,8689.646
1378,4580.553
1379,8786.48
1380,6149.6543
1381,7607.064
1382,5048.388
1383,4132.4316
1384,9065.33
1385,6276.608
1386,9346.063
1387,7142.435
1388,5999.9536
1389,8028.635
1390,7315.339
1391,7624.3374
1392,8521.456
1393,6112.251
1394,9949.353
1395,11426.997
1396,7926.917
1397,5061.653
1398,6201.3594
1399,4511.73
1400,3537.7432
1401,8477.729
1402,5470.282
1403,8943.303
1404,4981.643
1405,5623.1104
1406,6082.2363
1407,10508.838
1408,5314.08
1409,5298.147
1410,5943.495
1411,7131.6113
1412,4694.845
1413,7835.0396
1414,8020.4526
1415,7823.398
1416,8269.621
1417,6883.288
1418,5801.157
1419,4668.2573
1420,4885.335
1421,11195.726
1422,9970.242
1423,7341.2007
1424,14473.682
1425,6641.3994
1426,5242.5024
1427,6641.45
1428,8984.187
1429,10467.194
1430,7660.982
1431,8133.7207
1432,8211.396
1433,7678.722
1434,6726.0977
1435,5922.46
1436,5603.7812
1437,4593.023
1438,4438.256
1439,5732.7783
1440,8442.934
1441,17784.342
1442,7087.4663
1443,5351.763
1444,8606.725
1445,4680.224
1446,6221.729
1447,4713.04
1448,8047.556
1449,6443.1646
1450,6359.487
1451,12025.982
1452,11232.025
1453,5863.284
1454,6933.4785
1455,4154.118
1456,5687.3545
1457,5688.6353
1458,7538.0874
1459,4934.807
1460,4224.7188
1461,6313.812
1462,5442.8794
1463,6589.079
1464,7068.84
1465,3459.9014
1466,6929.9087
1467,8382.889
1468,7851.565
1469,5244.333
1470,4556.2153
1471,8463.493
1472,4985.6025
1473,10080.384
1474,4953.4023
1475,5344.9473
1476,7100.837
1477,6145.4326
1478,5120.2017
1479,6861.99
1480,7335.391
1481,9867.494
1482,10249.245
1483,5744.7607
1484,3950.5916
1485,6032.473
1486,6019.38
1487,5000.5195
1488,6651.866
1489,6441.1245
1490,11729.129
1491,7735.6416
1492,6607.4688
1493,8239.443
1494,5246.8496
1495,8648.486
1496,6372.943
1497,13015.602
1498,6450.6357
1499,5720.0845
1500,5758.5913
1501,4378.598
1502,7598.3696
1503,18322.662
1504,4989.4136
1505,4463.4023
1506,8705.973
1507,6941.664
1508,7753.5767
1509,8305.357
1510,6107.3794
1511,5359.824
1512,4875.2383
1513,9999.727
1514,6349.5645
1515,7349.4536
1516,7534.343
1517,5170.419
1518,7023.991
1519,6441.8066
1520,4308.121
1521,9218.833
1522,8568.768
1523,4660.151
1524,7907.5176
1525,6909.6787
1526,4904.1323
1527,8915.547
1528,6520.8115
1529,7796.261
1530,4991.3984
1531,5248.6064
1532,7467.585
1533,4255.766
1534,8014.779
1535,5006.9536
1536,6183.705
1537,4746.824
1538,6090.8228
1539,6239.248
1540,6936.958
1541,6814.293
1542,8139.2544
1543,6089.26
1544,7354.8955
1545,6396.041
1546,9897.6
1547,9914.758
1548,7438.702
1549,3400.8684
1550,6066.6157
1551,7327.853
1552,4481.718
1553,9752.988
1554,6161.6553
1555,7059.4404
1556,11368.48
1557,7001.8438
1558,4852.3057
1559,12770.486
1560,10262.606
1561,5667.0317
1562,9902.066
1563,9952.816
1564,5942.157
1565,6835.912
1566,7139.0093
1567,5619.6523
1568,5956.576
1569,7014.872
1570,4927.352
1571,6572.7466
1572,7354.741
1573,7162.7583
1574,8601.07
1575,6111.097
1576,6837.712
1577,4629.9595
1578,7428.5063
1579,7141.202
1580,6473.892
1581,6529.687
1582,7125.7163
1583,8663.23
1584,5902.9463
1585,5723.2607
1586,5913.7725
1587,7483.1787
1588,6029.286
1589,4990.2656
1590,4935.1743
1591,8530.06
1592,7452.351
1593,6094.251
1594,8198.992
1595,5821.6226
1596,7605.577
1597,5242.4375
1598,3450.4878
1599,7078.92
1600,6361.052
1601,7100.214
1602,9686.999
1603,9596.959
1604,5035.999
1605,7554.246
1606,4562.191
1607,2938.5352
1608,7669.6387
1609,10529.104
1610,7340.9346
1611,7524.554
1612,4662.192
1613,6735.0977
1614,9351.583
1615,6775.504
1616,8451.836
1617,5290.804
1618,4932.0073
1619,5572.6523
1620,5648.4727
1621,5779.6616
1622,5703.299
1623,5049.0093
1624,4471.593
1625,7408.934
1626,7817.274
1627,5911.3867
1628,6396.3945
1629,7221.7407
1630,6453.6577
1631,5353.136
1632,9101.361
1633,8347.201
1634,5409.8726
1635,4392.1094
1636,12841.46
1637,6493.23
1638,5881.2695
1639,9144.127
1640,7086.0063
1641,7969.1113
1642,6165.671
1643,7409.867
1644,8703.041
1645,14787.081
1646,5791.576
1647,5370.218
1648,5308.998
1649,6861.5586
1650,5735.365
1651,9099.946
1652,9040.092
1653,6057.7344
1654,4190.8623
1655,6473.4165
1656,8522.708
1657,4987.2817
1658,7757.4155
1659,4118.1274
1660,7071.3013
1661,8602.235
1662,7456.098
1663,7726.6455
1664,6336.1763
1665,4573.4673
1666,6224.1504
1667,7648.111
1668,8077.0923
1669,7459.8184
1670,7869.8213
1671,6511.1597
1672,4970.4463
1673,10433.018
1674,4469.6396
1675,9838.391
1676,6244.3804
1677,4777.162
1678,7739.7373
1679,6189.641
1680,7041.4717
1681,7949.6084
1682,4093.3286
1683,4648.173
1684,8162.8027
1685,9075.711
1686,9929.426
1687,6162.6074
1688,6032.1797
1689,7076.24
1690,6685.6226
1691,5486.885
1692,9572.049
1693,9466.414
1694,11180.615
1695,5083.8916
1696,5810.932
1697,10234.065
1698,8492.847
1699,5598.289
1700,10725.052
1701,6647.9844
1702,5801.788
1703,4987.696
1704,5443.824
1705,5260.992
1706,6621.6772
1707,4901.102
1708,5542.9336
1709,9461.007
1710,7266.2715
1711,23545.746
1712,7451.747
1713,5131.4424
1714,9280.907
1715,11318.627
1716,7721.201
1717,8256.562
1718,6781.8076
1719,7821.57
1720,9089.928
1721,6757.175
1722,6829.33
1723,7304.8594
1724,9611.635
1725,7818.079
1726,8878.676
1727,6447.462
1728,5386.7783
1729,6380.0103
1730,11087.549
1731,11217.787
1732,12777.59
1733,8894.619
1734,5301.772
1735,6396.4497
1736,5574.125
1737,8661.991
1738,10700.315
1739,10348.818
1740,6688.6143
1741,5882.7676
1742,5039.1895
1743,6443.9204
1744,11271.561
1745,7452.3936
1746,5729.6733
1747,6238.332
1748,8433.187
1749,4074.9167
1750,8338.567
1751,5357.9946
1752,7695.3066
1753,7300.924
1754,6383.9424
1755,7733.0005
1756,7925.745
1757,5803.914
1758,8062.899
1759,7600.3193
1760,12076.693
1761,6301.5684
1762,9755.519
1763,8636.369
1764,10284.595
1765,7710.383
1766,10781.295
1767,6243.3857
1768,6089.9863
1769,7201.353
1770,6517.7334
1771,9917.472
1772,8323.454
1773,6900.0566
1774,8448.773
1775,7406.9062
1776,11215.6045
1777,4613.3306
1778,13299.486
1779,5319.06
1780,6816.1064
1781,9790.65
1782,5642.786
1783,7057.4004
